Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isol_growth_condt,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,plant_body_site,Platform,ReleaseDate,samp_mat_process,Sample Name,source_material_ID,SRA Study
SRR6658479,AMPLICON,601,35976539,PRJNA430505,SAMN08428310,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",24229142,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635742,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E27_sample243,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,243_Epi_PFN_Spring_2014_plant1,243,SRP131882
SRR6658480,AMPLICON,600,48193191,PRJNA430505,SAMN08428261,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",32320865,UNIVERSITY OF TUEBINGEN,28-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635741,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E28_sample194,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,194_Endo_JUG_Spring_2016_plant30,194,SRP131882
SRR6658481,AMPLICON,600,53688620,PRJNA430505,SAMN08428220,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",35505677,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635740,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.E21_sample153,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,153_Endo_EY_Fall_2014_plant9,153,SRP131882
SRR6658482,AMPLICON,600,81681457,PRJNA430505,SAMN08428262,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",52643312,UNIVERSITY OF TUEBINGEN,28-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635739,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E22_sample195,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,195_Endo_JUG_Spring_2016_plant31,195,SRP131882
SRR6658483,AMPLICON,600,56427630,PRJNA430505,SAMN08428174,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",38332989,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635738,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.E23_sample107,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,107_Endo_ERG_Spring_2015_plant17,107,SRP131882
SRR6658484,AMPLICON,600,41313363,PRJNA430505,SAMN08428410,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",27390916,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635737,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.E24_sample343,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,343_Endo_K6911_Fall_2016_plant19,343,SRP131882
SRR6658485,AMPLICON,600,46102832,PRJNA430505,SAMN08428253,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",29787178,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635736,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H18_sample186,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,186_Endo_JUG_Fall_2015_plant22,186,SRP131882
SRR6658486,AMPLICON,601,798789,PRJNA430505,SAMN08428108,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",648697,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635735,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D11_sample41,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,41_Epi_ERG_Spring_2014_plant3,41,SRP131882
SRR6658487,AMPLICON,601,23165289,PRJNA430505,SAMN08428322,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",17222259,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635734,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D10_sample255,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,255_Epi_PFN_Fall_2015_plant13,255,SRP131882
SRR6658488,AMPLICON,600,8764432,PRJNA430505,SAMN08428402,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",6404207,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635733,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D1_sample335,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,335_Endo_EY_Fall_2016_plant34,335,SRP131882
SRR6658489,AMPLICON,601,44054064,PRJNA430505,SAMN08428190,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",31580512,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635732,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.C9_sample123,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,123_Epi_EY_Fall_2014_plant9,123,SRP131882
SRR6658490,AMPLICON,600,1200740,PRJNA430505,SAMN08428197,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",948979,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635731,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D15_sample130,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,130_Epi_EY_Spring_2015_plant16,130,SRP131882
SRR6658491,AMPLICON,600,799275,PRJNA430505,SAMN08428377,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",644007,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635730,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D14_sample310,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,310_Epi_K6911_Fall_2016_plant16,310,SRP131882
SRR6658492,AMPLICON,600,42646451,PRJNA430505,SAMN08428084,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",31529405,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635729,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D13_sample17,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,17_Epi_WH_Spring_2015_plant17,17,SRP131882
SRR6658493,AMPLICON,601,53446284,PRJNA430505,SAMN08428129,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",39045491,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635728,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D12_sample62,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,62_Endo_WH_Fall_2015_plant20,62,SRP131882
SRR6658494,AMPLICON,601,3409904,PRJNA430505,SAMN08428349,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",2577118,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635727,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.D17_sample282,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,282_Epi_K6911_Fall_2015_plant6,282,SRP131882
SRR6658495,AMPLICON,601,28822010,PRJNA430505,SAMN08428090,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",21279290,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635726,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.D16_sample23,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,23_Epi_WH_Fall_2015_plant23,23,SRP131882
SRR6658496,AMPLICON,600,35806229,PRJNA430505,SAMN08428297,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",23336790,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635725,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B11_sample230,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,230_Endo_PFN_Fall_2014_plant5,230,SRP131882
SRR6658497,AMPLICON,601,46777175,PRJNA430505,SAMN08428134,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",30922690,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635724,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.B10_sample67,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,67_Endo_WH_Spring_2016_plant25,67,SRP131882
SRR6658498,AMPLICON,600,43744973,PRJNA430505,SAMN08428298,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",28378832,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635723,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.A6_sample231,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,231_Endo_PFN_Fall_2014_plant6,231,SRP131882
SRR6658499,AMPLICON,600,33678797,PRJNA430505,SAMN08428111,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",22366479,UNIVERSITY OF TUEBINGEN,27-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635722,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.A5_sample44,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,44_Epi_WH_Spring_2016_plant26,44,SRP131882
SRR6658500,AMPLICON,600,41107081,PRJNA430505,SAMN08428289,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",27061199,UNIVERSITY OF TUEBINGEN,28-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635721,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.A47_sample222,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,222_Epi_JUG_Spring_2016_plant28,222,SRP131882
SRR6658501,AMPLICON,600,37408278,PRJNA430505,SAMN08428311,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",25426142,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635720,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.A46_sample244,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,244_Epi_PFN_Spring_2014_plant2,244,SRP131882
SRR6658502,AMPLICON,600,5774842,PRJNA430505,SAMN08428280,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",3971236,UNIVERSITY OF TUEBINGEN,19-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635719,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.B1_sample213,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,213_Epi_JUG_Spring_2015_plant18,213,SRP131882
SRR6658503,AMPLICON,600,6484454,PRJNA430505,SAMN08428387,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",4368790,UNIVERSITY OF TUEBINGEN,06-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635718,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.A9_sample320,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,320_Epi_PFN_Fall_2016_plant22,320,SRP131882
SRR6658504,AMPLICON,601,32038629,PRJNA430505,SAMN08428293,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",21280395,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635717,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.A8_sample226,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,226_Endo_PFN_Spring_2014_plant1,226,SRP131882
SRR6658505,AMPLICON,600,29508303,PRJNA430505,SAMN08428325,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",19927686,UNIVERSITY OF TUEBINGEN,28-Mar-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of cropland,farm,plant matter,SRX3635716,Germany,Europe,Germany: Tuebingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.A7_sample258,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,258_Epi_PFN_Spring_2016_plant16,258,SRP131882
SRR6658506,AMPLICON,600,38191040,PRJNA430505,SAMN08428273,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",25587744,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635715,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H10_sample206,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,206_Epi_JUG_Fall_2014_plant11,206,SRP131882
SRR6658507,AMPLICON,600,44154448,PRJNA430505,SAMN08428172,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",28521173,UNIVERSITY OF TUEBINGEN,18-Mar-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635714,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H11_sample105,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,105_Endo_ERG_Spring_2015_plant15,105,SRP131882
SRR6658508,AMPLICON,600,52762224,PRJNA430505,SAMN08428181,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",33810579,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635713,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H36_sample114,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,114_Endo_ERG_Fall_2015_plant24,114,SRP131882
SRR6658509,AMPLICON,600,7212240,PRJNA430505,SAMN08428156,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",4758457,UNIVERSITY OF TUEBINGEN,02-Apr-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,railway,plant matter,SRX3635712,Germany,Europe,Germany: Eyach,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.G18_sample89,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,89_Epi_EY_Spring_2014_plant5,89,SRP131882
SRR6658510,AMPLICON,600,47012213,PRJNA430505,SAMN08428105,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",31328224,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635711,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H29_sample38,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,38_Epi_ERG_Fall_2014_plant12,38,SRP131882
SRR6658511,AMPLICON,600,32606409,PRJNA430505,SAMN08428180,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",21833731,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635710,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F15_sample113,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,113_Endo_ERG_Fall_2015_plant23,113,SRP131882
SRR6658512,AMPLICON,600,54360016,PRJNA430505,SAMN08428283,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",35783831,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635709,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H1_sample216,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,216_Epi_JUG_Fall_2015_plant21,216,SRP131882
SRR6658513,AMPLICON,601,37705429,PRJNA430505,SAMN08428127,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",25064813,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,public road,plant matter,SRX3635708,Germany,Europe,"Germany: Rottenburg am Neckar\, Wendelsheim",Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.G9_sample60,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,60_Endo_WH_Fall_2014_plant12,60,SRP131882
SRR6658514,AMPLICON,600,2944151,PRJNA430505,SAMN08428334,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",2077288,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with low usage intensity,public road,plant matter,SRX3635707,Germany,Europe,"Germany: Tuebingen\, road K6911",Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F18_sample267,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,267_Endo_K6911_Fall_2015_plant4,267,SRP131882
SRR6658515,AMPLICON,600,40626523,PRJNA430505,SAMN08428163,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",27011804,UNIVERSITY OF TUEBINGEN,03-Dec-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635706,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.506827 N 8.936418 E,BacV3.F19_sample96,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,96_Endo_ERG_Fall_2014_plant6,96,SRP131882
SRR6658516,AMPLICON,600,43329959,PRJNA430505,SAMN08428388,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",28166510,UNIVERSITY OF TUEBINGEN,05-Dec-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,area of developed space with high usage intensity,residencial building,plant matter,SRX3635705,Germany,Europe,Germany: Ergenzingen,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.H3_sample321,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of endophytic microbes,321_Endo_ERG_Fall_2016_plant31,321,SRP131882
SRR6658517,AMPLICON,600,38602862,PRJNA430505,SAMN08428286,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.plant-associated",26442811,UNIVERSITY OF TUEBINGEN,01-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,farm,track,plant matter,SRX3635704,Germany,Europe,Germany: Kirchentellinsfurt,Arabidopsis thaliana,Illumina MiSeq,missing,48.541272 N 9.092683 E,BacV3.F20_sample219,PAIRED,PCR,METAGENOMIC,phyllosphere metagenome,vegetative shoot system,ILLUMINA,2018-06-26T00:00:00Z,Collection of epiphytic microbes,219_Epi_JUG_Fall_2015_plant25,219,SRP131882
