Sequence_ID	Tour_ID	Site_ID	Plant_ID	Albugo	Necrosis	Host_Species	ClimateZ	Land_cov	Site_name	Site_Name	Correct_Species	For	Lat	Long	HpA_plant	HpA_where	HpA_site	Albugo_tour	Developmental_state	R_diameter	Rosette_color	Herbivory	Disease_RL	Ath.Ath	Ath.other	Growing_on	Humidity_ground	Slope	Sun	Site_type	Site_category	Aspect	Ground_cover	Ground_type	Heterogeneity	Strata_herbs	Strata_shrubs	Strata_trees	Strata_wall_shrub	Strata_wall_tree	Strata_road	Strata_water	Elevation	Date	Air_temp	Air_hum	Soil_temp	Soil_hum	Pop_size	tmax	tmin	vap	ppt	srad	soil	ws	aet	def	PDSI	vpd	pet
PS0335.P071.FRS	FRS	P0071	PA0335	NA	NA	Soil	Cfb	190	FRS	FRS		M	45.19445	4.95468	0	0	0	0	3	2	5	1	1	6	2	5	3	2	1	11	2	S	1	2, 4	1	85	NA	NA	NA	NA	15	NA	233	20180321	12.8	26.3	12.9	6.72	50	12.2714285714286	3.85714285714286	0.797142857142857	62	95.2857142857143	57.8571428571429	3.2	31.2857142857143	14.4285714285714	-3.7	0.38	45.7142857142857
PS0438.P114.FRS	FRS	P0114	PA0438	NA	NA	Soil	Cfb	30	PON	PON		M	45.75071	4.71562	0		0	0	2	2	1, 5	1	1	6	1	5, 6	3	1	3	12	1	A	4	4, 5	1	20	NA	NA	40	NA	40	NA	287	20180322	14.4	36	n/a	5.3	100	11.6142857142857	3.8	0.811428571428571	57.8571428571429	88.1428571428571	59.2857142857143	3.1	28.2857142857143	12	-3.71428571428571	0.332857142857143	40.2857142857143
PS0439.P114.FRS	FRS	P0114	PA0439	NA	NA	Soil	Cfb	14	PON	PON		M	45.75071	4.71562	0		0	0	2	3	1	1	1	3	4	3	3	1	3	12	1	A	4	4, 5	1	20	NA	NA	40	NA	40	NA	287	20180322	14.4	36	n/a	5.3	100	11.6142857142857	3.8	0.811428571428571	57.8571428571429	88.1428571428571	59.2857142857143	3.1	28.2857142857143	12	-3.71428571428571	0.332857142857143	40.2857142857143
PS0446.P115.FRS	FRS	P0115	PA0446	NA	NA	Soil	Cfb	14	RAD	RAD		M	46.68193	4.08302	0		0	0	2	3	1, 5	2	3	6	3	4	3	1	3	11	2	A	5	4, 5	1	70	15	NA	NA	NA	15	NA	320	20180323	14	45.7	14.2	8.78	10	10.6714285714286	3.62857142857143	0.825714285714286	68	81	71.1428571428571	3.42857142857143	27.1428571428571	7	-3.41428571428571	0.262857142857143	34.1428571428571
PS0447.P116.FRS	FRS	P0116	PA0447	NA	NA	Soil	Cfb	14	CIRY	CIRY		M	46.60396	4.29953	0		0	0	2	5	1, 8	4	3	4	4	3	3	1	3	3	1	A	3	2, 4	1	30	20	10	NA	10	30	NA	268	20180323	12.9	52.7	14	11.36	500	10.7142857142857	3.74285714285714	0.835714285714286	66.8571428571429	81	66.5714285714286	3.44285714285714	26.5714285714286	7.85714285714286	-3.28571428571429	0.261428571428571	34.2857142857143
PS0449.P116.FRS	FRS	P0116	PA0449	NA	NA	Soil	Cfb	14	CIRY	CIRY		M	46.60396	4.29953	0		0	0	2	4	1	4	1	6	4	5, 6	3	1	3	3	1	A	3	2, 4	1	30	20	10	NA	10	30	NA	268	20180323	12.9	52.7	14	11.36	500	10.7142857142857	3.74285714285714	0.835714285714286	66.8571428571429	81	66.5714285714286	3.44285714285714	26.5714285714286	7.85714285714286	-3.28571428571429	0.261428571428571	34.2857142857143
PS0460.P119.GES	GES	P0119	PA0460	NA	NA	Soil	Cfb	50	Goethe	Goethe		M	48.52938	9.05863	0		1	0	3	3	1	2	3	3	2	6	2	2	3	12	1	S, E	4	1, 3	1	10	25	5	NA	NA	60	NA	357	20180410	19.8	49.8	14.1	15.43	500	9.51428571428571	2.08571428571429	0.728571428571429	51.5714285714286	84.5714285714286	48.5714285714286	2.84285714285714	28.7142857142857	3	-2.21428571428571	0.284285714285714	31.7142857142857
PS0462.P119.GES	GES	P0119	PA0462	NA	NA	Soil	Cfb	50	Goethe	Goethe		M	48.52938	9.05863	0		1	0	3	3	1, 6	1	4	3	3	2, 6	3	2	2	12	1	S, E	4	1, 3	1	10	25	5	NA	NA	60	NA	357	20180410	19.8	49.8	14.1	15.43	500	9.51428571428571	2.08571428571429	0.728571428571429	51.5714285714286	84.5714285714286	48.5714285714286	2.84285714285714	28.7142857142857	3	-2.21428571428571	0.284285714285714	31.7142857142857
PS0464.P073.GEN	GEN	P0073	PA0464	NA	NA	Soil	Cfb	20	Einig	Einig		M	50.29125	7.26436	0		1	0	1	2	1	1	1	6	3	6	4	1	1	13	2	S	5	3, 4	2	60	15	15	NA	NA	10	NA	311	20180411	13.4	79.4	18	9.68	100	8.84285714285714	2.44285714285714	0.755714285714286	52.4285714285714	73	70.5714285714286	3.8	25.8571428571429	3.85714285714286	-3.14285714285714	0.227142857142857	29.8571428571429
PS0469.P073.GEN	GEN	P0073	PA0469	NA	NA	Soil	Cfb	20	Einig	Einig		M	50.29125	7.26436	0		1	0	3	3	1, 5, 2004	2	3	4	1	6	4	3	4	13	2	S	5	3, 4	2	60	15	15	NA	NA	10	NA	311	20180411	13.4	79.4	18	9.68	100	8.84285714285714	2.44285714285714	0.755714285714286	52.4285714285714	73	70.5714285714286	3.8	25.8571428571429	3.85714285714286	-3.14285714285714	0.227142857142857	29.8571428571429
PS0472.P074.GEN	GEN	P0074	PA0472	NA	NA	Soil	Cfb	210	Limburg	Limburg		M	50.38839	8.06598	0		1	0	1	2	1	1	1	3	3	4	3	1	3	12	1	N	1	1	1	5	NA	NA	30	30	35	NA	144	20180411	18.7	61.5	17.8	15.77	500	9.61428571428571	2.98571428571429	0.777142857142857	49.8571428571429	72	78	3.31428571428571	27.2857142857143	3.57142857142857	-3.21428571428571	0.255714285714286	30.8571428571429
PS0473.P074.GEN	GEN	P0074	PA0473	NA	NA	Soil	Cfb	210	Limburg	Limburg		M	50.38839	8.06598	0		1	0	1	3	1, 6	1	3	5	3	2, 6	3	1	3	12	1	N	1	1	1	5	NA	NA	30	30	35	NA	144	20180411	18.7	61.5	17.8	15.77	500	9.61428571428571	2.98571428571429	0.777142857142857	49.8571428571429	72	78	3.31428571428571	27.2857142857143	3.57142857142857	-3.21428571428571	0.255714285714286	30.8571428571429
PS0479.P075.GEN	GEN	P0075	PA0479	NA	NA	Soil	Cfb	210	Frankfurt	Frankfurt		M	50.0905	8.56435	0		1	0	2	2	1	1	1	6	1	6, 9	3	1	2	2	3	A	5	5	1	75	10	10	NA	NA	5	NA	83	20180411	24.9	56.4	22.1	4.65	300	10.7285714285714	3.54285714285714	0.784285714285714	45.2857142857143	74	73	3.25714285714286	30.4285714285714	4.71428571428571	-3.12857142857143	0.317142857142857	35
PS0480.P075.GEN	GEN	P0075	PA0480	NA	NA	Soil	Cfb	210	Frankfurt	Frankfurt		M	50.0905	8.56435	0		1	0	2	3	1, 5	2	3	1	1	4	3	1	3	2	3	A	5	5	1	75	10	10	NA	NA	5	NA	83	20180411	24.9	56.4	22.1	4.65	300	10.7285714285714	3.54285714285714	0.784285714285714	45.2857142857143	74	73	3.25714285714286	30.4285714285714	4.71428571428571	-3.12857142857143	0.317142857142857	35
PS0492.P159.GEN	GEN	P0159	PA0492	NA	NA	Soil	Cfb	14	Matzlow	Matzlow		M	53.45987	11.66125	0		1	0	2	2	1	1	3	3	3	4	4	1	1	11	2	A	4	5	1	95	NA	NA	NA	NA	5	NA	31	20180415	12.7	83.2	11.1	6.57	500	8.27142857142857	2.51428571428571	0.758571428571429	55.1428571428571	63.4285714285714	94.4285714285714	3.87142857142857	24.4285714285714	1.42857142857143	3.51428571428571	0.198571428571429	25.8571428571429
PS0492.P159.GEN_rep	GEN	P0159	PA0492	NA	NA	Soil	Cfb	14	Matzlow	Matzlow		M	53.45987	11.66125	0		1	0	2	2	1	1	3	3	3	4	4	1	1	11	2	A	4	5	1	95	NA	NA	NA	NA	5	NA	31	20180415	12.7	83.2	11.1	6.57	500	8.27142857142857	2.51428571428571	0.758571428571429	55.1428571428571	63.4285714285714	94.4285714285714	3.87142857142857	24.4285714285714	1.42857142857143	3.51428571428571	0.198571428571429	25.8571428571429
PS0493.P159.GEN	GEN	P0159	PA0493	NA	NA	Soil	Cfb	11	Matzlow	Matzlow		M	53.45987	11.66125	0		1	0	2	2	1	2	3	1	3	6	4	1	1	11	2	A	4	5	1	95	NA	NA	NA	NA	5	NA	31	20180415	12.7	83.2	11.1	6.57	500	8.27142857142857	2.51428571428571	0.758571428571429	55.1428571428571	63.4285714285714	94.4285714285714	3.87142857142857	24.4285714285714	1.42857142857143	3.51428571428571	0.198571428571429	25.8571428571429
PS0498.P076.CSA	CSA	P0076	PA0498	NA	NA	Soil	Cfb	14	Rab	Rab		M	48.21421	13.5169	0		1	0	4	2	5	5	1	3	5	6	3	1	2	1	3	W	3	2, 3	1	20	NA	10	NA	NA	70	NA	444	20180416	13.6	81.4	15.9	7.97	100	8.97142857142857	0.228571428571429	0.668571428571429	67.7142857142857	82.7142857142857	31.8571428571429	2.3	23	6.14285714285714	0.128571428571429	0.28	29.1428571428571
PS0501.P076.CSA	CSA	P0076	PA0501	NA	NA	Soil	Cfb	14	Rab	Rab		M	48.21421	13.5169	0		1	0	3	2	2, 5	1	3	3	4	6	4	2	2	1	3	W	3	2, 3	1	20	NA	10	NA	NA	70	NA	444	20180416	13.6	81.4	15.9	7.97	100	8.97142857142857	0.228571428571429	0.668571428571429	67.7142857142857	82.7142857142857	31.8571428571429	2.3	23	6.14285714285714	0.128571428571429	0.28	29.1428571428571
PS0504.P077.CSA	CSA	P0077	PA0504	NA	NA	Soil	Cfb	20	Atze	Atze		M	48.19236	13.38836	0		1	0	2	5	1	1	1	5	1	6	3	2	1	11	2	S, W	2	3	1	90	NA	10	NA	NA	NA	NA	471	20180416	16	71.9	15	45.15	1000	8.91428571428571	0.2	0.665714285714286	68.8571428571429	83.2857142857143	31.8571428571429	2.31428571428571	22.8571428571429	6.14285714285714	0.171428571428571	0.281428571428571	28.8571428571429
PS0685.P077.CSA	CSA	P0077	PA0685	NA	NA	Soil	Cfb	20	Atze	Atze		M	48.19236	13.38836	0		1	0	3	4	1, 5	1	1	5	4	6	3	1	1	11	2	S, W	2	3	1	90	NA	10	NA	NA	NA	NA	471	20180416	16	71.9	15	45.15	1000	8.91428571428571	0.2	0.665714285714286	68.8571428571429	83.2857142857143	31.8571428571429	2.31428571428571	22.8571428571429	6.14285714285714	0.171428571428571	0.281428571428571	28.8571428571429
PS0691.P078.CSA	CSA	P0078	PA0691	NA	NA	Soil	Cfb	20	Guschl	Guschl		M	48.35802	13.69856	0		0	0	2	2	1	2	3	3	3	4	3	1	3	4	1	S, W	3	2, 4	1	20	NA	NA	NA	NA	80	NA	439	20180416	16	75.1	15.4	18.39	800	8.85714285714286	0.157142857142857	0.678571428571429	70	81.7142857142857	35.4285714285714	2.32857142857143	22.4285714285714	5.71428571428571	0.0857142857142857	0.268571428571429	28.1428571428571
PS0692.P078.CSA	CSA	P0078	PA0692	NA	NA	Soil	Cfb	20	Guschl	Guschl		M	48.35801	13.69853	0		0	0	3	3	1, 3	1	1	2	3	4	3	1	3	4	1	S, W	3	2, 4	1	20	NA	NA	NA	NA	80	NA	439	20180416	16	75.1	15.4	18.39	800	8.85714285714286	0.157142857142857	0.678571428571429	70	81.7142857142857	35.4285714285714	2.32857142857143	22.4285714285714	5.71428571428571	0.0857142857142857	0.268571428571429	28.1428571428571
PS0694.P079.CSA	CSA	P0079	PA0694	NA	NA	Soil	Cfb	100	Puch1	Puch1		M	48.32721	14.71513	0		1	0	4	5	1, 3, 2007	3	1	3	3	6	3	3	2	11	2	S, W	5	4, 5	1	90	NA	10	NA	NA	NA	NA	657	20180417	20.3	60.6	12.7	9.39	50	8.32857142857143	0.128571428571429	0.632857142857143	47.5714285714286	82.8571428571429	45.4285714285714	2.22857142857143	23.5714285714286	4.57142857142857	0.228571428571429	0.29	28.1428571428571
PS0795.P158.GEN	GEN	P0158	PA0795	NA	NA	Soil	Cfb	100	Moorfleet	Moorfleet		M	53.49497	10.11113	0		1	0	2	2	1, 5	2	3	4	3	6, 9	4	1	2	12	1	A	5	5	1	15	5	5	NA	NA	75	NA	-3	20180415	11.2	75.7	10.5	4.97	100	9.4	2.85714285714286	0.79	65.1428571428571	61.8571428571429	94.8571428571429	3.88571428571429	27.5714285714286	1.28571428571429	2.37142857142857	0.22	28.7142857142857
PS0797.P158.GEN	GEN	P0158	PA0797	NA	NA	Soil	Cfb	120	Moorfleet	Moorfleet		M	53.49497	10.11113	0		1	0	2	3	1	2	3	1	3	9	4	1	3	12	1	A	5	5	1	15	5	5	NA	NA	75	NA	-3	20180415	11.2	75.7	10.5	4.97	100	9.4	2.85714285714286	0.79	65.1428571428571	61.8571428571429	94.8571428571429	3.88571428571429	27.5714285714286	1.28571428571429	2.37142857142857	0.22	28.7142857142857
PS0802.P161.GEN	GEN	P0161	PA0802	NA	NA	Soil	Cfb	120	DD-Frauenhofer	DD-Frauenhofer		M	51.1011	13.77745	0		1	0	2	5	1	2	1	5	3	6	4	1	2	4	3	W	4	5	1	75	NA	10	NA	NA	15	NA	205	20180416	14.3	85.9	13.5	23.07	1000	9.01428571428571	2.94285714285714	0.737142857142857	48.1428571428571	73.8571428571429	85.5714285714286	3.97142857142857	30.4285714285714	3.28571428571429	0.471428571428571	0.277142857142857	33.7142857142857
PS0805.P161.GEN	GEN	P0161	PA0805	NA	NA	Soil	Cfb	50	DD-Frauenhofer	DD-Frauenhofer		M	51.1011	13.77745	0		1	0	2	3	1	2	3	5	4	6	4	2	2	4	3	W	4	5	1	75	NA	10	NA	NA	15	NA	205	20180416	14.3	85.9	13.5	23.07	1000	9.01428571428571	2.94285714285714	0.737142857142857	48.1428571428571	73.8571428571429	85.5714285714286	3.97142857142857	30.4285714285714	3.28571428571429	0.471428571428571	0.277142857142857	33.7142857142857
PS0806.P162.GEN	GEN	P0162	PA0806	NA	NA	Soil	Cfb	50	Leipzig	Leipzig		M	51.35089	12.44002	0		1	0	2	3	1	1	1	2	3	6	4	1	3	12	1	A	3	2, 3	1	40	NA	20	NA	NA	40	NA	121	20180416	19	74.8	17.1	5.95	300	9.38571428571429	2.94285714285714	0.745714285714286	40.1428571428571	71.5714285714286	71.7142857142857	4.1	30.4285714285714	3.85714285714286	-1.05714285714286	0.282857142857143	34.2857142857143
PS0810.P162.GEN	GEN	P0162	PA0810	NA	NA	Soil	Cfb	50	Leipzig	Leipzig		M	51.35089	12.44002	0		1	0	2	3	1, 3	1	1	3	4	6	4	1	3	12	1	A	3	2, 3	1	40	NA	20	NA	NA	40	NA	121	20180416	19	74.8	17.1	5.95	300	9.38571428571429	2.94285714285714	0.745714285714286	40.1428571428571	71.5714285714286	71.7142857142857	4.1	30.4285714285714	3.85714285714286	-1.05714285714286	0.282857142857143	34.2857142857143
PS0881.P080.CSA	CSA	P0080	PA0881	NA	NA	Soil	Cfb	30	OOE	OOE		M	48.33207	14.71572	0		1	0	3	3	1, 3	2	1	3	2	6, 7	2	3	1	11	2	S, W	4	4, 5	1	80	NA	15	5	NA	NA	NA	596	20180417	21.1	54.9	23.4	16.82	100000	8.32857142857143	0.128571428571429	0.632857142857143	47.5714285714286	82.8571428571429	45.4285714285714	2.22857142857143	23.5714285714286	4.57142857142857	0.228571428571429	0.29	28.1428571428571
PS0889.P081.CSA	CSA	P0081	PA0889	NA	NA	Soil	Cfb	30	Egel	Egel		M	48.42646	15.56987	1	RL	1	0	4	3	1, 3	1	2	3	3	4	2	2	1	5	2	N, W	4	3, 4	1	80	20	NA	NA	NA	NA	NA	363	20180417	23	46.1	20.9	40.19	100000	9.3	1.32857142857143	0.667142857142857	29.7142857142857	82	42.7142857142857	2.58571428571429	25	8.42857142857143	-2.17142857142857	0.324285714285714	33.4285714285714
PS0890.P081.CSA	CSA	P0081	PA0890	NA	NA	Soil	Cfb	20	Egel	Egel		M	48.42641	15.56995	0		1	0	3	4	1, 5	2	1	4	3	4	2	2	1	5	2	N, W	4	3, 4	1	80	20	NA	NA	NA	NA	NA	363	20180417	23	46.1	20.9	40.19	100000	9.3	1.32857142857143	0.667142857142857	29.7142857142857	82	42.7142857142857	2.58571428571429	25	8.42857142857143	-2.17142857142857	0.324285714285714	33.4285714285714
PS0895.P082.CSA	CSA	P0082	PA0895	NA	NA	Soil	Cfb	20	Udu	Udu		M	49.27734	16.63	0		1	0	4	2	1, 3	2	3	4	3	6	2	2	2	4	3	S, W	3	3, 5	1	70	NA	15	NA	NA	15	NA	432	20180418	21	51.6	17.4	26.6	500	8.11428571428571	0.928571428571428	0.66	28.4285714285714	80.5714285714286	40.2857142857143	4.08571428571429	24.7142857142857	8.57142857142857	-2.72857142857143	0.272857142857143	33.1428571428571
PS0896.P082.CSA	CSA	P0082	PA0896	NA	NA	Soil	Cfb	50	Udu	Udu		M	49.27725	16.63093	0		1	0	4	3	1, 3	2	1	2	3	6	2	2	2	4	3	S, W	3	3, 5	1	70	NA	15	NA	NA	15	NA	432	20180418	21	51.6	17.4	26.6	500	8.11428571428571	0.928571428571428	0.66	28.4285714285714	80.5714285714286	40.2857142857143	4.08571428571429	24.7142857142857	8.57142857142857	-2.72857142857143	0.272857142857143	33.1428571428571
PS0898.P083.CSA	CSA	P0083	PA0898	NA	NA	Soil	Cfb	50	Horska	Horska		M	49.30572	16.6231	0		0	0	2	4	1	2	1	6	3	4	4	1	3	6	3	E	4	3, 4	1	50	5	20	15	NA	10	NA	497	20180418	23.5	41.8	22.7	29.9	300	7.84285714285714	0.7	0.657142857142857	28.8571428571429	80.4285714285714	43.7142857142857	4.24285714285714	25.1428571428571	6.57142857142857	-2.61428571428571	0.26	31.7142857142857
PS0902.P084.CSA	CSA	P0084	PA0902	NA	NA	Soil	Cfb	14	Draha	Draha		M	49.40778	16.27651	1	RL	1	0	3	2	1, 3	3	2	5	2	9	2	2	1	11	2	S, W	5	3, 5	1	80	NA	10	NA	NA	10	NA	495	20180418	26.3	38	26.4	17.2	1000	7.38571428571429	0.142857142857143	0.651428571428571	27.8571428571429	79.8571428571429	41.5714285714286	4.25714285714286	23.1428571428571	5.71428571428571	-2.8	0.235714285714286	28.7142857142857
PS0903.P084.CSA	CSA	P0084	PA0903	NA	NA	Soil	Cfb	14	Draha	Draha		M	49.40779	16.27656	1	RL	1	0	4	4	1, 7	3	NA	2	1	9	2	2	1	11	2	S, W	5	3, 5	1	80	NA	10	NA	NA	10	NA	495	20180418	26.3	38	26.4	17.2	1000	7.38571428571429	0.142857142857143	0.651428571428571	27.8571428571429	79.8571428571429	41.5714285714286	4.25714285714286	23.1428571428571	5.71428571428571	-2.8	0.235714285714286	28.7142857142857
PS0908.P085.CSA	CSA	P0085	PA0908	NA	NA	Soil	Cfb	30	Komo	Komo		M	49.5083	15.32869	0		1	0	2	3	1	2	3	6	3	6, 7	2	2	2	11	2	S, W	2	3, 4	1	60	NA	40	NA	NA	NA	NA	558	20180418	25.9	30.7	19.5	7.97	1000	7.5	0.1	0.642857142857143	30.1428571428571	79.8571428571429	40.5714285714286	3.98571428571429	23.4285714285714	4.85714285714286	-2.1	0.248571428571429	28.2857142857143
PS0909.P085.CSA	CSA	P0085	PA0909	NA	NA	Soil	Cfb	30	Komo	Komo		M	49.50829	15.32866	0		1	0	2	3	1	1	1	6	5	6	2	2	2	11	2	S, W	2	3, 4	1	60	NA	40	NA	NA	NA	NA	558	20180418	25.9	30.7	19.5	7.97	1000	7.5	0.1	0.642857142857143	30.1428571428571	79.8571428571429	40.5714285714286	3.98571428571429	23.4285714285714	4.85714285714286	-2.1	0.248571428571429	28.2857142857143
PS0913.P086.CSA	CSA	P0086	PA0913	NA	NA	Soil	Cfb	50	Tren	Tren		M	49.8593	13.83349	0		0	0	4	2	1, 5, 2003	2	3	1	3	9	2	1	1	11	2	A	4	3, 5	1	85	5	NA	NA	NA	10	NA	396	20180419	28.2	35.2	21.7	23.5	100	8.05714285714286	0.971428571428571	0.685714285714286	39	77.2857142857143	52.8571428571429	3.51428571428571	24.5714285714286	4.28571428571429	-1.58571428571429	0.25	28.8571428571429
PS0915.P086.CSA	CSA	P0086	PA0915	NA	NA	Soil	Cfb	50	Tren	Tren		M	49.85926	13.83335	0		0	0	3	2	1	1	1	3	1	6, 9	2	1	1	11	2	A	4	3, 5	1	85	5	NA	NA	NA	10	NA	396	20180419	28.2	35.2	21.7	23.5	100	8.05714285714286	0.971428571428571	0.685714285714286	39	77.2857142857143	52.8571428571429	3.51428571428571	24.5714285714286	4.28571428571429	-1.58571428571429	0.25	28.8571428571429
PS0923.P087.CSA	CSA	P0087	PA0923	NA	NA	Soil	Cfb	14	Kra	Kra		M	49.98418	13.41717	0		1	0	3	3	1, 3	3	3	1	5	6	2	4	1	11	2	S	4	3, 5	1	80	5	20	NA	NA	NA	NA	526	20180420	26.8	47.3	17	18.2	500	7.04285714285714	0.514285714285714	0.67	47.4285714285714	77	69.8571428571429	3.82857142857143	22.7142857142857	2.42857142857143	-1.82857142857143	0.212857142857143	25.1428571428571
PS0924.P087.CSA	CSA	P0087	PA0924	NA	NA	Soil	Cfb	14	Kra	Kra		M	49.98421	13.41717	0		1	0	3	2	1, 3	2	1	3	4	6	2	3	1	11	2	S	4	3, 5	1	80	5	20	NA	NA	NA	NA	526	20180420	26.8	47.3	17	18.2	500	7.04285714285714	0.514285714285714	0.67	47.4285714285714	77	69.8571428571429	3.82857142857143	22.7142857142857	2.42857142857143	-1.82857142857143	0.212857142857143	25.1428571428571
PS0929.P088.CSA	CSA	P0088	PA0929	NA	NA	Soil	Cfb	190	ULI	ULI		M	49.76263	13.1018	0		1	0	3	2	1, 5	2	3	5	4	6, 9	1	4	2	11	2	W	5	3, 5	1	60	15	10	NA	NA	15	NA	446	20180420	28.6	50.1	21.2	30.5	200	7.47142857142857	0.585714285714286	0.677142857142857	47.7142857142857	77.4285714285714	60.7142857142857	3.25714285714286	23	3	-1.92857142857143	0.224285714285714	25.8571428571429
PS0930.P088.CSA	CSA	P0088	PA0930	NA	NA	Soil	Cfb	190	ULI	ULI		M	49.76264	13.10176	0		1	0	4	2	1, 5	2	1	4	5	4	2	2	2	11	2	W	5	3, 5	1	60	15	10	NA	NA	15	NA	446	20180420	28.6	50.1	21.2	30.5	200	7.47142857142857	0.585714285714286	0.677142857142857	47.7142857142857	77.4285714285714	60.7142857142857	3.25714285714286	23	3	-1.92857142857143	0.224285714285714	25.8571428571429
PS0950.P121.ENS	ENS	P0121	PA0950	NA	NA	Soil	Cfb	110	Kenilworth	Kenilworth		M	52.3493	-1.58047	0		1	0	2	2	1, 4	1	1	6	5	4	3	5	3	7	1	S, E	3	1, 4	1	NA	NA	NA	20	NA	80	NA	72	20180413	14.7	68.4	16.3	2.11	1000	9.84285714285714	3.47142857142857	0.85	62.1428571428571	58.7142857142857	70	5.04285714285714	27.8571428571429	0.142857142857143	1.34285714285714	0.172857142857143	28
PS0951.P121.ENS	ENS	P0121	PA0951	NA	NA	Soil	Cfb	110	Kenilworth	Kenilworth		M	52.3493	-1.58047	0		1	0	2	2	6, 5	1	3	5	6	4	3	5	3	7	1	S, E	3	1, 4	1	NA	NA	NA	20	NA	80	NA	72	20180413	14.7	68.4	16.3	2.11	1000	9.84285714285714	3.47142857142857	0.85	62.1428571428571	58.7142857142857	70	5.04285714285714	27.8571428571429	0.142857142857143	1.34285714285714	0.172857142857143	28
PS0958.P122.ENS	ENS	P0122	PA0958	NA	NA	Soil	Cfb	140	Tewkesbury	Tewkesbury		M	51.98943	-2.1645	0		0	0	1	2	1	1	1	4	3	1	3	1	3	4	3	A	2	1, 4	1	15	20	NA	NA	NA	75	NA	12	20180414	26.3	38	29.8	12.75	15	9.91428571428571	3.64285714285714	0.868571428571429	67.4285714285714	60.1428571428571	73.5714285714286	4.05714285714286	25.5714285714286	0	1.52857142857143	0.161428571428571	25.5714285714286
PS0959.P122.ENS	ENS	P0122	PA0959	NA	NA	Soil	Cfb	140	Tewkesbury	Tewkesbury		M	51.98943	-2.1645	0		0	0	2	3	1	2	1	6	5	3	3	1	3	4	3	A	2	1, 4	1	15	20	NA	NA	NA	75	NA	12	20180414	26.3	38	29.8	12.75	15	9.91428571428571	3.64285714285714	0.868571428571429	67.4285714285714	60.1428571428571	73.5714285714286	4.05714285714286	25.5714285714286	0	1.52857142857143	0.161428571428571	25.5714285714286
PS0969.P124.ENS	ENS	P0124	PA0969	NA	NA	Soil	Cfb	110	Tauton	Tauton		M	51.01181	-3.10619	0		0	0	1	3	1	1	1	1	5	1, 4	3	1	3	12	1	A	1	1	1	NA	NA	NA	NA	25	75	NA	27	20180415	12.7	83.6	n/a	n/a	50	10.6428571428571	4.84285714285714	0.907142857142857	88.5714285714286	65.4285714285714	81	4.84285714285714	30.2857142857143	0	2.32857142857143	0.187142857142857	30.2857142857143
PS0970.P124.ENS	ENS	P0124	PA0970	NA	NA	Soil	Cfb	140	Tauton	Tauton		M	51.01181	-3.10619	0		0	0	1	3	1	2	1	1	5	1, 4	3	1	3	12	1	A	1	1	1	NA	NA	NA	NA	25	75	NA	27	20180415	12.7	83.6	n/a	n/a	50	10.6428571428571	4.84285714285714	0.907142857142857	88.5714285714286	65.4285714285714	81	4.84285714285714	30.2857142857143	0	2.32857142857143	0.187142857142857	30.2857142857143
PS0977.P125.ENS	ENS	P0125	PA0977	NA	NA	Soil	Cfb	140	Shaftesbury	Shaftesbury		M	51.0066	-2.19835	0		0	0	1	2	1	1	1	2	5	1	3	1	3	4	1	A	1	1	1	NA	NA	5	15	15	65	NA	201	20180415	11.9	85.4	n/a	n/a	30	10.0714285714286	3.77142857142857	0.842857142857143	84.5714285714286	64.7142857142857	89.4285714285714	5.08571428571429	31.1428571428571	0	1.14285714285714	0.192857142857143	31.1428571428571
PS0977.P125.ENS-2	ENS	P0125	PA0977	NA	NA	Soil	Cfb	190	Shaftesbury	Shaftesbury		M	51.0066	-2.19835	0		0	0	1	2	1	1	1	2	5	1	3	1	3	4	1	A	1	1	1	NA	NA	5	15	15	65	NA	201	20180415	11.9	85.4	n/a	n/a	30	10.0714285714286	3.77142857142857	0.842857142857143	84.5714285714286	64.7142857142857	89.4285714285714	5.08571428571429	31.1428571428571	0	1.14285714285714	0.192857142857143	31.1428571428571
PS0978.P125.ENS	ENS	P0125	PA0978	NA	NA	Soil	Cfb	190	Shaftesbury	Shaftesbury		M	51.0066	-2.19835	0		0	0	2	2	1, 5	1	1	3	5	1	3	1	3	4	1	A	1	1	1	NA	NA	5	15	15	65	NA	201	20180415	11.9	85.4	n/a	n/a	30	10.0714285714286	3.77142857142857	0.842857142857143	84.5714285714286	64.7142857142857	89.4285714285714	5.08571428571429	31.1428571428571	0	1.14285714285714	0.192857142857143	31.1428571428571
PS0981.P126.ENS	ENS	P0126	PA0981	NA	NA	Soil	Cfb	120	Wimborne	Wimborne		M	50.79885	-1.98779	0		0	0	3	3	1, 5	1	1	6	4	5	3	1	2	6	1	A	1	1, 2	1	20	NA	NA	NA	25	55	NA	22	20180415	13.3	83	16.2	3.65	100	10.8428571428571	4.1	0.894285714285714	79.7142857142857	65.2857142857143	102.571428571429	5.48571428571429	31.4285714285714	0	0.342857142857143	0.187142857142857	31.4285714285714
PS0983.P126.ENS	ENS	P0126	PA0983	NA	NA	Soil	Cfb	120	Wimborne	Wimborne		M	50.79885	-1.98779	0		0	0	2	3	1	1	3	5	1	7	3	1	2	6	1	A	1	1, 2	1	20	NA	NA	NA	25	55	NA	22	20180415	13.3	83	16.2	3.65	100	10.8428571428571	4.1	0.894285714285714	79.7142857142857	65.2857142857143	102.571428571429	5.48571428571429	31.4285714285714	0	0.342857142857143	0.187142857142857	31.4285714285714
