Tour_ID	Site_ID	Site_Name	Plant_ID	Correct_Species	For	Lat	Long	HpA_plant	HpA_where	HpA_site	Albugo_tour	Developmental_state	R_diameter	Rosette_color	Herbivory	Disease_RL	Ath-Ath	Ath-other	Growing_on	Humidity_ground	Slope	Sun	Site_type	Site_category	Slope	Sun	Aspect	Ground_cover	Ground_type	Humidity_ground	Heterogeneity	Strata_herbs	Strata_shrubs	Strata_trees	Strata_wall_shrub	Strata_wall_tree	Strata_road	Strata_water	Elevation	Date	Time	Air_temp	Air_hum	Soil_temp	Soil_hum	Pop_size
SPC	P0110	ESP	PA0418		M	40.72716	-4.2752	0		0	0	1	2	1	1	3	3	1	5	4	2	2	1	2	2	2	E	3	3, 5	4	1	50	10	10	10		20		1146	20180304	14:17	8.8	67.4	19	30.88	200
SPC	P0111	LAB	PA0421		M	40.86933	-4.4965	0		0	0	1	3	1	1	1	6	3	5, 6	4	1	2	4	3	2	2	S, W	2	2, 3	4	1	50	20	10		5	10	5	974	20180304	16:53	10.2	61	12.8	12.57	20
SPC	P0111	LAB	PA0424		M	40.86933	-4.4965	0		0	0	1	4	1, 4	3	3	4	2	5, 6	4	1	2	4	3	2	2	S, W	2	2, 3	4	1	50	20	10		5	10	5	974	20180304	16:53	10.2	61	12.8	12.57	20
FRS	P0114	PON	PA0438		M	45.75071	4.71562	0		0	0	2	2	1, 5	1	1	6	1	5, 6	3	1	3	12	1	1	3	A	4	4, 5	3	1	20			40		40		287	20180322	15:42	14.4	36	n/a	5.3	100
FRS	P0114	PON	PA0439		M	45.75071	4.71562	0		0	0	2	3	1	1	1	3	4	3	3	1	3	12	1	1	3	A	4	4, 5	3	1	20			40		40		287	20180322	15:42	14.4	36	n/a	5.3	100
FRS	P0115	RAD	PA0446		M	46.68193	4.08302	0		0	0	2	3	1, 5	2	3	6	3	4	3	1	3	11	2	1	3	A	5	4, 5	3	1	70	15				15		320	20180323	11:48	14	45.7	14.2	8.78	10
FRS	P0116	CIRY	PA0447		M	46.60396	4.29953	0		0	0	2	5	1, 8	4	3	4	4	3	3	1	3	3	1	1	2	A	3	2, 4	2	1	30	20	10		10	30		268	20180323	14:13	12.9	52.7	14	11.36	500
FRS	P0116	CIRY	PA0449		M	46.60396	4.29953	0		0	0	2	4	1	4	1	6	4	5, 6	3	1	3	3	1	1	2	A	3	2, 4	2	1	30	20	10		10	30		268	20180323	14:13	12.9	52.7	14	11.36	500
AAG	P0117	Vani	PA0453		M	42.09429	42.5108	0		0	0	3	4	1	1	3	3	3	6	3	1	3	12	1	1	2	A	3	3	3	1	50			10	10	30		49	20180331	12:31	17.3	56.2	17	11.4	100
AAG	P0118	Khoni	PA0455		M	42.32096	42.40599	0		0	0	3	3	2	1	1	6	1	4	4	1	4	12	1	1	4	A	3	3, 4	5	1	35	10	15	10		30		102	20180331	16:56	22.7	38	21.2	30.95	50
GES	P0119	Goethe	PA0460		M	48.52938	9.05863	0		1	0	3	3	1	2	3	3	2	6	2	2	3	12	1	2	2	S, E	4	1, 3	3	1	10	25	5			60		357	20180410	9:39	19.8	49.8	14.1	15.43	500
GES	P0119	Goethe	PA0462		M	48.52938	9.05863	0		1	0	3	3	1, 6	1	4	3	3	2, 6	3	2	2	12	1	2	2	S, E	4	1, 3	3	1	10	25	5			60		357	20180410	9:39	19.8	49.8	14.1	15.43	500
GEN	P0073	Einig	PA0464		M	50.29125	7.26436	0		1	0	1	2	1	1	1	6	3	6	4	1	1	13	2	5	4	S	5	3, 4	4	2	60	15	15			10		311	20180411	11:44	13.4	79.4	18	9.68	100
GEN	P0073	Einig	PA0469		M	50.29125	7.26436	0		1	0	3	3	1, 5, 2004	2	3	4	1	6	4	3	4	13	2	5	4	S	5	3, 4	4	2	60	15	15			10		311	20180411	11:44	13.4	79.4	18	9.68	100
GEN	P0074	Limburg	PA0472		M	50.38839	8.06598	0		1	0	1	2	1	1	1	3	3	4	3	1	3	12	1	1	3	N	1	1	4	1	5			30	30	35		144	20180411	14:46	18.7	61.5	17.8	15.77	500
GEN	P0074	Limburg	PA0473		M	50.38839	8.06598	0		1	0	1	3	1, 6	1	3	5	3	2, 6	3	1	3	12	1	1	3	N	1	1	4	1	5			30	30	35		144	20180411	14:46	18.7	61.5	17.8	15.77	500
GEN	P0075	Frankfurt	PA0479		M	50.0905	8.56435	0		1	0	2	2	1	1	1	6	1	6, 9	3	1	2	2	3	1	3	A	5	5	3	1	75	10	10			5		83	20180411	16:57	24.9	56.4	22.1	4.65	300
GEN	P0075	Frankfurt	PA0480		M	50.0905	8.56435	0		1	0	2	3	1, 5	2	3	1	1	4	3	1	3	2	3	1	3	A	5	5	3	1	75	10	10			5		83	20180411	16:57	24.9	56.4	22.1	4.65	300
GEN	P0159	Matzlow	PA0492		M	53.45987	11.66125	0		1	0	2	2	1	1	3	3	3	4	4	1	1	11	2	1	1	A	4	5	4	1	95					5		31	20180415	12:12	12.7	83.2	11.1	6.57	500
GEN	P0159	Matzlow	PA0493		M	53.45987	11.66125	0		1	0	2	2	1	2	3	1	3	6	4	1	1	11	2	1	1	A	4	5	4	1	95					5		31	20180415	12:12	12.7	83.2	11.1	6.57	500
CSA	P0076	Rab	PA0498		M	48.21421	13.5169	0		1	0	4	2	5	5	1	3	5	6	3	1	2	1	3	2	2	W	3	2, 3	4	1	20		10			70		444	20180416	9:54	13.6	81.4	15.9	7.97	100
CSA	P0076	Rab	PA0501		M	48.21421	13.5169	0		1	0	3	2	2, 5	1	3	3	4	6	4	2	2	1	3	2	2	W	3	2, 3	4	1	20		10			70		444	20180416	9:54	13.6	81.4	15.9	7.97	100
CSA	P0077	Atze	PA0504		M	48.19236	13.38836	0		1	0	2	5	1	1	1	5	1	6	3	2	1	11	2	3	2	S, W	2	3	3	1	90		10					471	20180416	12:38	16	71.9	15	45.15	1000
AAG	P0034	Istisu	PA0505		M	38.97857	48.55928	0		0	1	1	2	1, 3	2	5	5	4	6	3	2	2	1	3	2	2	N, E	1	3	3	1	20	30	30			20		93	20180324	15:31	17.4	59.1	14.4	12.08	200
AAG	P0034	Istisu	PA0506		M	38.97857	48.55928	0		0	1	1	1	6	2	5	5	4	6	3	2	2	1	3	2	2	N, E	1	3	3	1	20	30	30			20		93	20180324	15:31	17.4	59.1	14.4	12.08	200
AAG	P0035	Istisu2	PA0513		M	38.97427	48.55284	0		1	0	1	2	1	3	1	5	5	6	3	1	2	1	4	1	2	E, S	2	3	3	1	50	15	15			20		94	20180324	18:23	14.3	72.1	12.3	13.8	200
AAG	P0035	Istisu2	PA0514		M	38.97427	48.55284	0		1	0	2	3	1	2	1	6	4	6	3	1	2	1	4	1	2	E, S	2	3	3	1	50	15	15			20		94	20180324	18:23	14.3	72.1	12.3	13.8	200
AAG	P0037	Lerik1	PA0521		M	38.740406	48.612486	0		1	0	1	2	1	1	1	3	5	2, 6	3	1	4	1	4	1	1	S, W	3	3	3	1	15	15	25		30	15		278	20180325	11:18	14.3	72	14	10.79	5000
AAG	P0037	Lerik1	PA0523		M	38.740406	48.612486	0		1	0	1	2	1	1	5	1	4	6	3	1	3	1	4	1	1	S, W	3	3	3	1	15	15	25		30	15		278	20180325	11:18	14.3	72	14	10.79	5000
AAG	P0038	Lerik2	PA0529		M	38.783494	48.551718	0		1	0	1	1	1	5	3	2	5	6	2	5	2	1	4	5	3	W	2	3	2	2	25	15	30	10		20		400	20180325	12:37	15.9	71	13.5	15.06	10000
AAG	P0038	Lerik2	PA0531		M	38.783494	48.551718	0		1	0	1	2	1, 3	2	1	6	3	4	2	5	3	1	4	5	3	W	2	3	2	2	25	15	30	10		20		400	20180325	12:37	15.9	71	13.5	15.06	10000
AAG	P0039	Xanbulan	PA0535		M	38.65625	48.80046	0		1	0	2	4	1, 4	1	1	6	4	2	3	3	2	1	4	4	1	N	2	2, 3	3	2	45	20	15			20		25	20180325	15:47	18.1	61	14.7	16.47	50000
AAG	P0039	Xanbulan	PA0537		M	38.65625	48.80046	0		1	0	3	4	1, 3	2	1	3	6	6	3	4	2	1	4	4	1	N	2	2, 3	3	2	45	20	15			20		25	20180325	15:47	18.1	61	14.7	16.47	50000
AAG	P0040	Narimanabad	PA0543		M	38.88007	48.81895	0		0	0	3	3	2, 3	2	1	4	1	6	3	1	1	9	3	1	1	A	4	5	3	1	40	30					30	-30	20180325	18:22	15.5	64.8	12.5	17.86	50
AAG	P0040	Narimanabad	PA0545		M	38.88007	48.81895	0		0	0	3	2	5	5	1	6	2	6	3	1	1	9	3	1	1	A	4	5	3	1	40	30					30	-30	20180325	18:22	15.5	64.8	12.5	17.86	50
AAG	P0043	Lag2	PA0550		M	41.84047	46.28331	0		0	0	4	3	2, 3, 2005	1	1	6	1	6	4	1	3	12	1	2	3	S, W	3	3	4	1	40	10	10	10	20	10		549	20180329	9:23	14.2	87.9	12.2	23.57	1000
AAG	P0043	Lag2	PA0555		M	41.84047	46.28331	0		0	1	4	4	1, 5, 2006	1	5	6	5	6	4	2	3	12	1	2	3	S, W	3	3	4	1	40	10	10	10	20	10		549	20180329	9:23	14.2	87.9	12.2	23.57	1000
AAG	P0042	Lag1	PA0557		M	41.82686	46.28318	0		1	0	3	4	1, 5, 2006	1	1	4	1	3	4	1	1	12	1	1	2	A	3	2	4	1	80	10				10		479	20180329	11:09	12.8	90.5	14.4	20.85	100
AAG	P0042	Lag1	PA0560		M	41.82686	46.28318	0		1	0	4	2	5	3	1	6	4	3	4	1	2	12	1	1	2	A	3	2	4	1	80	10				10		479	20180329	11:09	12.8	90.5	14.4	20.85	100
AAG	P0044	Bak2	PA0569		M	41.79564	43.46844	0		0	0	1	3	1, 5	1	3	1	3	3, 6	4	3	3	1	4	3	3	N, E	2	2, 3	3	1	20		60			20		1279	20180329	17:14	14.4	73.9	10.6	14.4	50
AAG	P0044	Bak2	PA0570		M	41.79564	43.46844	0		0	0	1	3	1	2	3	5	1	6	4	3	3	1	4	3	3	N, E	2	2, 3	3	1	20		60			20		1279	20180329	17:14	14.4	73.9	10.6	14.4	50
AAG	P0045	Tsakva1	PA0575		M	42.07784	43.474619	0		0	0	2	2	1, 5	1	1	5	1	3, 7	5	1	3	4	3	1	3	W	5	2, 4	5	1	20	5	50	5		20		794	20180330	10:50	10.7	85.2	8.8	31.62	100
AAG	P0045	Tsakva1	PA0576		M	42.07784	43.474619	0		0	0	3	2	2, 3, 2005	1	1	6	1	7	5	1	3	4	3	1	3	W	5	2, 4	5	1	20	5	50	5		20		794	20180330	10:50	10.7	85.2	8.8	31.62	100
AAG	P0046	Tsakva2	PA0577		M	42.097638	43.404451	0		1	0	3	3	1, 3	1	1	5	3	5, 6	5	4	3	13	3	4	3	N	5	2, 3	5	1	50	10	10			30		465	20180330	12:16	11.1	90.6	10.5	20.32	1000
AAG	P0046	Tsakva2	PA0581		M	42.097638	43.404451	0		1	0	3	3	1, 4, 2005	2	1	3	1	3	4	2	2	13	3	4	3	N	5	2, 3	5	1	50	10	10			30		465	20180330	12:16	11.1	90.6	10.5	20.32	1000
AAG	P0048	Zestafoni	PA0583		M	42.10529	43.03828	0		1	0	1	2	1	1	1	4	4	3, 5	4	1	4	12	1	1	4	A	4	2, 4	4	1	15		20		15	40	10	158	20180330	17:43	12.5	85.8	13.3	20.31	5000
AAG	P0048	Zestafoni	PA0588		M	42.10529	43.03828	0		1	0	1	2	1	2	1	3	2	5	3	1	4	12	1	1	4	A	4	2, 4	4	1	15		20		15	40	10	158	20180330	17:43	12.5	85.8	13.3	20.31	5000
AAG	P0047	Persati	PA0598		M	42.09343	42.78043	0		0	0	3	3	2	2	3	4	1	6	4	2	4	12	1	1	2	A	3	3	4	1	35	15	5	15		30		198	20180331	11:06	14.9	70	15	30.07	50
FRN	P0145	LDV	PA0601		M	48.51785	-4.06526	0		0	0	1	2	5	3	1	6	4	6	4	1	3	11	2	1	3	A	1	3	4	1	75	20	5					90	20180328	13:32	14.9	66.1	12.5	33.55	100
FRN	P0145	LDV	PA0603		M	48.51785	-4.06526	0		0	0	1	3	1	1	1	5	6	6	4	1	3	11	2	1	3	A	1	3	4	1	75	20	5					90	20180328	13:32	14.9	66.1	12.5	33.55	100
FRN	P0146	MOG	PA0607		M	48.66685	-4.06705	0		0	0	4	3	1, 5, 2003	2	3	6	3	6	4	1	3	11	2	1	3	A	3	3, 5	4	1	65	15	20					45	20180328	16:40	16	52.2	18	11.45	20
FRN	P0146	MOG	PA0610		M	48.66624	-4.06754	0		0	0	4	2	1, 5, 2003	2	1	3	4	6	4	1	4	11	2	1	3	A	3	3, 5	4	1	65	15	20					45	20180328	16:40	16	52.2	18	11.45	20
FRN	P0148	VNS	PA0619		M	47.6455	-2.76859	0		0	0	2	3	1, 5	2	1	3	1	1, 7	3	1	3	4	1	1	1	A	1	1, 4	3	1	40	25				35		15	20180329	12:22	15.5	63.5	11.2	29.79	100
FRN	P0148	VNS	PA0620		M	47.6455	-2.76859	0		0	0	1	3	1	2	3	6	4	1, 7	3	1	3	4	1	1	1	A	1	1, 4	3	1	40	25				35		15	20180329	12:22	15.5	63.5	11.2	29.79	100
FRN	P0149	NTS	PA0628		M	47.21975	-1.53567	0		0	0	2	5	1	2	3	6	3	1	4	1	3	12	1	1	3	A	1	1, 4	4	1	5		5	5	20	55		29	20180329	16:57	18.4	49.9	n/a	n/a	100
FRN	P0149	NTS	PA0629		M	47.21975	-1.53567	0		0	0	1	4	1	1	1	5	2	1	4	1	3	12	1	1	3	A	1	1, 4	4	1	5		5	5	20	55		29	20180329	16:57	18.4	49.9	n/a	n/a	100
FRN	P0150	Ange1	PA0635		M	47.4757	-0.55217	0		0	0	1	5	1	1	3	1	3	3	3	1	3	12	1	1	3	A	2	2	3	1	10		10		30	50		24	20180330	10:34	8.6	75.8	n/a	n/a	100
FRN	P0150	Ange1	PA0636		M	47.4757	-0.55217	0		0	0	1	4	1	1	3	6	3	3	3	1	3	12	1	1	3	A	2	2	3	1	10		10		30	50		24	20180330	10:34	8.6	75.8	n/a	n/a	100
FRN	P0152	BSO	PA0649		M	48.61082	2.30889	0		0	0	2	4	1	1	3	6	5	1	3	1	3	12	1	1	2	A	1	1	3	1				30		70		71	20180331	16:05	16.1	47.4	n/a	n/a	50
FRN	P0152	BSO	PA0650		M	48.61082	2.30889	0		0	0	2	3	1, 5	2	3	3	3	1	3	1	3	12	1	1	2	A	1	1	3	1				30		70		71	20180331	16:05	16.1	47.4	n/a	n/a	50
FRN	P0153	VSL	PA0655		M	48.80611	2.16515	1	RL	1	0	3	4	1, 3	1	2, 3	3	1	7	3	1	4	12	1	1	4	A	2	3, 4	3	1	15	10	10		15	50		113	20180401	15:00	14.3	52.8	11.1	25.29	100
FRN	P0153	VSL	PA0656		M	48.80611	2.16515	0		1	0	3	3	2, 3	2	1	3	3	6, 7	3	1	4	12	1	1	4	A	2	3, 4	3	1	15	10	10		15	50		113	20180401	15:00	14.3	52.8	11.1	25.29	100
FRN	P0154	Cuv	PA0663		M	48.84444	2.35691	0		0	0	3	3	1, 2	2	1	6	1	6, 9	3	1	3	2	1	1	2	A	5	3, 5	3	1	10	5	5		65	15		34	20180401	18:14	14.1	47.5	11.1	16.37	30
FRN	P0154	Cuv	PA0664		M	48.84444	2.35691	0		0	0	4	4	2, 5	1	1	6	2	6, 9	3	1	3	2	1	1	3	A	5	3, 5	3	1	10	5	5		65	15		34	20180401	18:14	14.1	47.5	11.1	16.37	30
FRN	P0155	VEZ	PA0669		M	48.80338	3.46323	0		0	0	2	4	1	2	1	6	4	6	4	1	2	11	2	1	1	A	2	3	4	1	80		10			10		146	20180402	15:27	18.5	51.2	14.7	28.15	6
FRN	P0156	CMP	PA0672		M	48.96777	4.38613	0		0	0	3	4	1, 3	3	1	5	4	6, 7	2	1	3	11	2	1	2	A	1	3	2	1	50	20	10			20		128	20180402	19:24	19.1	47.1	12.1	16.04	6
FRN	P0157	AVX	PA0675		M	48.56088	7.50467	0		0	0	3	2	5	2	1	3	3	4	2	1	1	12	1	1	1	A	5	4, 5	2	1	75			10		15		169	20180403	12:36	23.7	35.5	n/a	n/a	50
FRN	P0157	AVX	PA0676		M	48.56088	7.50467	0		0	0	3	2	5	3	1	3	2	4	2	1	1	12	1	1	1	A	5	4, 5	2	1	75			10		15		169	20180403	12:36	23.7	35.5	n/a	n/a	50
SSD	P0265	Lund-1	PA0681		M	55.71021	13.22014	0		0	0	4	2	5	2	1	6	4	3, 4	1	1	2	4	1	1	2	A	1	2, 4	2	1	25	10	10	15	10	30		78	20180507	9:36	25.6	36.5	22.08	2.24	300
SSD	P0265	Lund-1	PA0682		M	55.71021	13.22014	0		0	0	3	2	5	1	1	5	3	5, 3	1	1	2	4	1	1	2	A	1	2, 4	2	1	25	10	10	15	10	30		78	20180507	9:36	25.6	36.5	22.08	2.24	300
SCO	P0187	Cullykhan Bay	PA0683		M	57.68499	-2.27573	0		0	0	4	2	2, 5, 2007	1	1	2	1	9	3	4	2	8	4	4	2	S, W	5	5	3	1	100							10	20180510	14:24	n/a	n/a	n/a	n/a	20
CSA	P0077	Atze	PA0685		M	48.19236	13.38836	0		1	0	3	4	1, 5	1	1	5	4	6	3	1	1	11	2	3	2	S, W	2	3	3	1	90		10					471	20180416	12:38	16	71.9	15	45.15	1000
CSA	P0078	Guschl	PA0691		M	48.35802	13.69856	0		0	0	2	2	1	2	3	3	3	4	3	1	3	4	1	1	3	S, W	3	2, 4	3	1	20					80		439	20180416	15:58	16	75.1	15.4	18.39	800
CSA	P0078	Guschl	PA0692		M	48.35801	13.69853	0		0	0	3	3	1, 3	1	1	2	3	4	3	1	3	4	1	1	3	S, W	3	2, 4	3	1	20					80		439	20180416	15:58	16	75.1	15.4	18.39	800
CSA	P0079	Puch1	PA0694		M	48.32721	14.71513	0		1	0	4	5	1, 3, 2007	3	1	3	3	6	3	3	2	11	2	3	1	S, W	5	4, 5	3	1	90		10					657	20180417	10:10	20.3	60.6	12.7	9.39	50
BAL	P0169	Zloc	PA0698		M	42.21926	24.16969	0		0	1	2	4	1, 5	3	5	1	5	1, 5	2	1	3	12	1	1	3	A	1	1	2	1	5			35		60		227	20180405	17:51	23.5	44.7	22.5	2.04	100
BAL	P0169	Zloc	PA0701		M	42.21926	24.16969	0		0	1	3	4	1, 3, 5, 6	2	5, 3	1	4	1, 5	2	1	3	12	1	1	3	A	1	1	2	1	5			35		60		227	20180405	17:51	23.5	44.7	22.5	2.04	100
BAL	P0170	Grivo	PA0704		M	41.84129	25.75353	0		0	0	3	2	1, 5	1	1	3	2	9	4	2	2	11	2	2	2	S	5	5	4	1	80	10	10					225	20180406	12:15	23.8	46.5	24.9	1.35	20
BAL	P0171	Koren	PA0706		M	41.82786	25.68699	0		1	0	3	5	1	3	1	5	1	6	1	1	1	11	2	1	1	A	2	3	1	1	75	5				20		172	20180406	14:13	24.1	47.3	22.7	1.35	10000
BAL	P0171	Koren	PA0707		M	41.82786	25.68699	1	RL	1	0	3	5	1, 4	2	2, 3	6	4	6	1	1	1	11	2	1	1	A	2	3	1	1	75	5				20		172	20180406	14:13	24.1	47.3	22.7	1.35	10000
BAL	P0172	Sorbe	PA0713		M	41.55437	25.74722	0		0	0	2	3	1	3	3	1	5	4	3	2	3	14	4	2	3	S, E	2	3, 4	3	1	15	5	65			15		591	20180406	17:08	23.9	42.4	23.6	0.85	100
BAL	P0172	Sorbe	PA0716		M	41.55437	25.74722	0		0	0	3	2	1, 5	2	3	6	1	3, 6	2	2	3	14	4	2	3	S, E	2	3, 4	3	1	15	5	65			15		591	20180406	17:08	23.9	42.4	23.6	0.85	100
BAL	P0173	Leska	PA0719		M	41.53786	24.97745	0		1	0	2	3	1, 5	2	3	5	5	2, 4	2	3	2	1	4	5	3	W	1	1, 2	2	1	20		20		40	20		782	20180407	12:55	16.1	36.1	18.1	0.14	50
BAL	P0173	Leska	PA0722		M	41.53786	24.97745	0		1	0	2	4	1	3	1	4	2	3, 5	2	3	2	1	4	5	3	W	1	1, 2	2	1	20		20		40	20		782	20180407	12:55	16.1	36.1	18.1	0.14	50
BAL	P0174	Sorbe2	PA0726		M	41.67432	24.16228	0		0	0	1	2	1, 5	2	1	6	1	6	3	3	4	14	4	3	4	S, W	4	3, 5	3	1	40		55	5				1234	20180408	12:35	24.1	28.6	17.6	0.36	20
BAL	P0174	Sorbe2	PA0729		M	41.67432	24.16228	0		0	0	1	2	1	1	3	5	1	6, 7	3	3	4	14	4	3	4	S, W	4	3, 5	3	1	40		55	5				1234	20180408	12:35	24.1	28.6	17.6	0.36	20
BAL	P0175	Dolen	PA0732		M	41.61943	23.93737	0		1	0	3	6	1	2	3	6	1	9	3	3	3	4	1	3	2	S, E	4	3, 5	3	1	20		40	20		20		1047	20180408	14:32	20.8	25.8	20.4	0.66	50
BAL	P0175	Dolen	PA0735		M	41.61943	23.93737	0		1	0	3	3	1	1	1	6	3	9	3	4	3	4	1	3	2	S, E	4	3, 5	3	1	20		40	20		20		1047	20180408	14:32	20.8	25.8	20.4	0.66	50
BAL	P0176	Baroto	PA0738		M	41.57778	23.76864	0		1	0	3	2	2, 5	1	1	4	1	9	2	1	1	1	2	1	1	A	5	5	2	1	60	10				30		496	20180408	16:18	35.6	16.5	34.2	0.71	50
BAL	P0176	Baroto	PA0741		M	41.57778	23.76864	0		1	0	3	3	1, 3, 4, 6	2	4	3	1	9	2	3	1	1	2	1	1	A	5	5	2	1	60	10				30		496	20180408	16:18	35.6	16.5	34.2	0.71	50
BAL	P0177	Sorbe3	PA0744		M	41.58686	23.5561	0		1	0	1	3	1	2	3	6	3	2, 5	2	1	2	1	4	1	3	A	1	2, 3	2	1	30	5			10	45	10	1016	20180409	11:30	21.7	30.2	21.1	0.6	50
BAL	P0177	Sorbe3	PA0747		M	41.58686	23.5561	0		1	0	2	3	1, 5	2	3	6	4	2, 5	2	1	2	1	4	1	3	A	1	2, 3	2	1	30	5			10	45	10	1016	20180409	11:30	21.7	30.2	21.1	0.6	50
BAL	P0178	Melni1	PA0751		M	41.53279	23.40075	0		1	0	3	3	1, 5, 6, 7	1	3	6	1	5	2	1	3	1	4	1	3	N, W	3	2, 3	2	1	40	10	10		20	20		435	20180409	13:20	25.7	32	n/a	n/a	200
BAL	P0178	Melni1	PA0754		M	41.53279	23.40075	0		1	0	4	3	1, 5, 2007	2	3	5	1	2, 5	2	1	3	1	4	1	3	N, W	3	2, 3	2	1	40	10	10		20	20		435	20180409	13:20	25.7	32	n/a	n/a	200
BAL	P0180	Dolna	PA0760		M	42.32156	23.09941	0		0	0	2	4	1	3	3	4	3	6	2	1	3	5	2	1	3	W	2	3	2	1	30	30	10			30		575	20180410	12:32	24.1	33.7	25.9	0.99	50
BAL	P0180	Dolna	PA0763		M	42.32156	23.09941	0		0	0	3	2	1	1	1	6	3	6	2	1	3	5	2	1	3	W	2	3	2	1	30	30	10			30		575	20180410	12:32	24.1	33.7	25.9	0.99	50
BAL	P0181	Por	PA0766		M	43.40865	21.59418	0		1	0	4	2	5	3	3	6	4	2, 5	2	2	2	13	4	3	3	S, E	1	1, 3	2	1	30	20	20			30		319	20180412	1-:25	20.1	50	28.5	0.85	100
BAL	P0181	Por	PA0769		M	43.40865	21.59418	0	No	1	0	4	6	1, 4	3	3	6	3	6, 7	1	3	2	13	4	3	3	S, E	1	1, 3	2	1	30	20	20			30		319	20180412	1-:25	20.1	50	28.5	0.85	100
BAL	P0182	Stero	PA0775		M	44.30005	21.0794	0		1	0	4	5	1, 3	2	1	1	1	6	1	1	1	11	2	1	1	A	2	3	2	1	80					20		123	20180412	13:14	30.6	39	n/a	n/a	50
BAL	P0182	Stero	PA0778		M	44.30005	21.0794	0		1	0	3	3	1	1	1	4	2	6	2	1	1	11	2	1	1	A	2	3	2	1	80					20		123	20180412	13:14	30.6	39	n/a	n/a	50
BAL	P0183	Zabar	PA0781		M	44.37975	21.21955	0		0	0	4	3	1, 4	2	3	4	5	6	2	3	4	14	2	2	4	W	3	3	2	1	20	40	40					111	20180412	14:57	30.5	30.8	n/a	n/a	50
BAL	P0184	S5n	PA0786		M	44.65704	21.37022	0		1	0	4	2	2	1	1	3	2	6, 9	2	1	2	11	2	1	2	A	5	3	2	1	60	20				20		226	20180413	9:30	20.3	48.9	21.9	0.3	1000
BAL	P0184	S5n	PA0788		M	44.65704	21.37022	0		1	0	3	3	4, 6, 2007	1	4	5	3	6, 9	2	1	2	11	2	1	2	A	5	3	2	1	60	20				20		226	20180413	9:30	20.3	48.9	21.9	0.3	1000
BAL	P0185	Zupan	PA0791		M	45.06708	18.71792	0		0	0	4	4	5, 6	3	3	6	2	6	1	1	1	11	2	1	1	A	2	3	1	1	100							90	20180415	11:04	20.6	64.1	19.6	0.38	1000
GEN	P0158	Moorfleet	PA0795		M	53.49497	10.11113	0		1	0	2	2	1, 5	2	3	4	3	6, 9	4	1	2	12	1	1	2	A	5	5	4	1	15	5	5			75		-3	20180415	8:50	11.2	75.7	10.5	4.97	100
GEN	P0158	Moorfleet	PA0797		M	53.49497	10.11113	0		1	0	2	3	1	2	3	1	3	9	4	1	3	12	1	1	2	A	5	5	4	1	15	5	5			75		-3	20180415	8:50	11.2	75.7	10.5	4.97	100
GEN	P0161	DD-Frauenhofer	PA0802		M	51.1011	13.77745	0		1	0	2	5	1	2	1	5	3	6	4	1	2	4	3	2	2	W	4	5	4	1	75		10			15		205	20180416	8:55	14.3	85.9	13.5	23.07	1000
GEN	P0161	DD-Frauenhofer	PA0805		M	51.1011	13.77745	0		1	0	2	3	1	2	3	5	4	6	4	2	2	4	3	2	2	W	4	5	4	1	75		10			15		205	20180416	8:55	14.3	85.9	13.5	23.07	1000
GEN	P0162	Leipzig	PA0806		M	51.35089	12.44002	0		1	0	2	3	1	1	1	2	3	6	4	1	3	12	1	1	3	A	3	2, 3	4	1	40		20			40		121	20180416	12:55	19	74.8	17.1	5.95	300
GEN	P0162	Leipzig	PA0810		M	51.35089	12.44002	0		1	0	2	3	1, 3	1	1	3	4	6	4	1	3	12	1	1	3	A	3	2, 3	4	1	40		20			40		121	20180416	12:55	19	74.8	17.1	5.95	300
GEN	P0163	Jena	PA0812		M	50.93334	11.57273	0		0	0	4	3	1, 5	2	1	6	6	4	3	2	2	12	1	2	2	S	1	1	3	1	15		5		10	70		160	20180416	16:04	18.8	71.3	n/a	n/a	30
GEN	P0163	Jena	PA0813		M	50.93334	11.57273	0		0	0	3	4	1, 3	1	1	5	6	6	3	2	2	12	1	2	2	S	1	1	3	1	15		5		10	70		160	20180416	16:04	18.8	71.3	n/a	n/a	30
GES	P0164	Wiesentheid	PA0824		M	49.79628	10.34753	0		0	0	3	4	5, 6	3	3	6	4	6	3	1	3	6	3	1	3	A	2	1, 2	3	1	25	10	15	25		25		258	20180416	11:20	17.4	65.9	n/a	n/a	1000
GES	P0164	Wiesentheid	PA0825		M	49.79628	10.34753	0		0	0	3	3	1, 5	2	3	6	1	3, 5	3	1	3	6	3	1	3	A	2	1, 2	3	1	25	10	15	25		25		258	20180416	11:20	17.4	65.9	n/a	n/a	1000
BNE	P0089	Wagening	PA0826		M	51.9669	5.66569	0		0	0	4	3	1, 5	3	3	6	1	1, 5	3	1	3	12	1	1	3	A	3	1	3	1	20	10	5	20	15	30		15	20180423	8:25	15	69.6	14.8	3.91	200
BNE	P0089	Wagening	PA0829		M	51.9669	5.66569	0		0	0	3	5	1, 3, 2007	3	3	6	3	1, 5	3	1	3	12	1	1	3	A	3	1	3	1	20	10	5	20	15	30		15	20180423	8:25	15	69.6	14.8	3.91	200
GEN	P0165	Osnabrück	PA0832		M	52.30192	8.02299	0		0	0	4	3	1, 7, 2008	3	3	3	4	4	3	1	2	12	3	1	2	A	5	5	3	1	30					70		59	20180505	12:10	25.9	32.6	25.9	0.33	300
